result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
H,1.4,4.0,9.5,5,3,2,15,8,1,3,6,8,11
H,1.22,6.0,12.0,8,2,0,27,7,5,3,2,13,11
A,2.4,3.2,3.0,1,4,5,8,12,3,3,4,7,15
H,3.0,3.25,2.38,4,3,3,17,13,3,3,4,10,12
H,1.25,5.25,13.0,8,2,0,24,6,4,5,1,14,9
H,2.38,3.25,3.0,4,4,2,8,10,1,2,7,8,21
H,1.8,3.5,4.5,2,3,5,15,21,1,5,4,12,15
H,1.44,4.0,8.5,5,2,3,21,14,4,1,5,9,18
D,2.3,3.2,3.2,2,2,6,12,14,2,2,6,9,16
H,1.62,3.6,6.0,3,5,2,11,10,4,4,2,8,10
A,3.2,3.2,2.25,2,3,5,9,15,3,2,5,16,20
A,12.0,5.5,1.25,1,2,7,8,19,9,1,0,25,4
A,2.05,3.25,3.75,4,3,3,12,12,4,3,3,18,14
D,5.0,3.75,1.67,3,3,4,11,14,9,1,0,28,7
H,2.4,3.2,3.0,4,1,5,11,19,1,4,5,9,13
A,5.5,3.8,1.62,1,4,5,12,17,6,2,2,22,13
D,1.91,3.3,4.2,3,3,4,9,17,1,3,6,9,14
D,2.0,3.5,3.6,4,1,5,17,20,4,2,4,11,13
H,1.53,4.2,5.75,7,1,2,22,12,2,4,4,8,17
D,3.1,3.4,2.25,1,4,5,9,14,2,4,4,8,12
H,1.25,5.25,13.0,8,2,0,26,7,5,3,2,19,12
D,1.57,4.0,5.75,4,4,2,12,9,1,2,7,8,18
D,2.1,3.4,3.4,1,4,5,10,14,1,4,5,12,17
A,2.5,3.3,2.75,3,4,3,7,12,4,1,5,12,19
H,1.17,6.0,23.0,9,1,0,25,4,2,3,5,8,14
H,1.44,4.1,8.0,2,5,3,9,12,3,4,3,9,10
D,3.0,3.25,2.38,1,3,6,8,16,4,2,4,17,18
A,8.0,4.75,1.36,5,1,4,15,17,9,1,0,25,4
A,3.5,3.1,2.2,1,4,5,12,17,4,4,2,12,9
D,8.5,4.33,1.4,2,3,5,8,19,8,2,0,24,7
H,1.83,3.3,4.5,5,2,3,18,13,1,4,5,9,14
A,5.5,3.8,1.62,2,2,6,8,19,7,1,2,21,11
A,1.75,3.4,5.0,3,3,4,11,14,0,5,5,8,14
H,1.2,6.5,13.0,9,1,0,26,4,3,3,4,10,13
A,2.88,3.2,2.5,2,4,4,9,12,1,4,5,6,18
A,1.83,3.6,4.2,7,1,2,21,10,3,5,2,10,10
D,2.8,3.1,2.6,1,4,5,9,14,5,2,3,17,12
A,10.0,4.75,1.33,1,4,5,7,13,7,3,0,23,7
A,2.3,3.2,3.2,1,4,5,10,17,1,4,5,12,16
H,1.91,3.5,4.0,3,3,4,16,19,5,1,4,13,18
H,1.73,3.5,5.0,5,4,1,14,7,2,1,7,9,22
H,1.83,3.3,4.75,3,3,4,11,17,2,4,4,11,14
H,2.25,3.1,3.3,4,3,3,16,13,3,3,4,16,19
A,13.0,5.25,1.25,2,4,4,13,15,9,1,0,31,5
D,2.38,3.0,3.2,2,3,5,9,19,5,4,1,15,9
H,2.1,3.1,3.75,4,1,5,12,20,1,4,5,10,17
H,2.3,3.25,3.1,2,1,7,10,23,1,4,5,7,14
H,1.44,4.33,7.0,8,2,0,26,7,6,1,3,22,13
H,1.53,3.8,6.5,4,4,2,13,12,1,4,5,9,14
H,2.05,3.4,3.5,5,4,1,15,9,4,2,4,12,17
H,2.2,3.3,3.3,3,2,5,15,22,2,4,4,10,18
H,1.36,4.75,8.5,9,1,0,28,5,5,3,2,15,13
H,3.3,3.2,2.2,2,4,4,10,13,5,3,2,20,11
A,13.0,5.75,1.22,1,3,6,10,16,8,2,0,27,8
H,1.4,4.5,8.0,5,1,4,21,16,1,3,6,7,15
A,2.38,3.1,3.1,2,3,5,12,16,4,1,5,11,19
H,2.25,3.2,3.3,1,3,6,10,18,3,1,6,12,19
H,1.13,9.0,15.0,9,1,0,29,7,3,4,3,10,11
H,1.75,3.6,4.75,4,3,3,13,14,4,1,5,15,21
A,8.5,4.33,1.4,2,3,5,10,19,9,1,0,26,5
D,3.0,3.3,2.2,5,1,4,13,16,5,4,1,15,9
H,1.91,3.5,4.0,4,2,4,13,18,2,2,6,9,16
H,2.3,3.25,3.1,3,1,6,11,17,2,3,5,12,16
H,3.4,3.25,2.15,4,3,3,18,12,5,1,4,19,15
H,2.1,3.3,3.5,1,3,6,7,14,0,3,7,9,19
H,2.4,3.25,2.9,1,3,6,11,18,5,2,3,14,13
H,2.4,3.3,2.88,2,2,6,10,17,1,3,6,7,19
H,2.5,3.2,2.88,4,5,1,14,9,4,3,3,12,13
D,1.2,5.5,13.0,9,1,0,22,5,5,2,3,19,12
A,10.0,5.0,1.3,3,1,6,14,22,9,1,0,28,7
A,2.4,3.2,3.0,3,4,3,8,9,2,3,5,8,11
A,4.75,3.6,1.73,0,2,8,8,19,5,1,4,18,14
H,2.1,3.25,3.5,5,2,3,14,16,4,1,5,11,14
H,2.1,3.3,3.5,0,2,8,8,19,3,4,3,7,8
A,1.5,4.0,7.0,6,1,3,20,13,3,1,6,15,21
H,2.0,3.6,3.5,9,1,0,28,7,8,2,0,21,6
D,3.2,3.0,2.4,3,3,4,8,9,5,4,1,14,8
H,1.8,3.5,4.5,4,3,3,16,13,3,2,5,13,17
H,1.5,4.0,7.0,3,3,4,9,12,2,3,5,12,16
H,2.1,3.3,3.5,1,2,7,8,22,5,2,3,15,16
H,2.15,3.3,3.4,4,2,4,12,13,3,1,6,10,16
D,2.2,3.1,3.5,2,1,7,10,16,3,3,4,15,16
D,3.4,3.1,2.25,6,4,0,15,8,7,1,2,23,11
H,1.22,6.0,13.0,8,2,0,27,9,4,1,5,10,21
H,4.0,3.4,1.91,1,4,5,9,16,5,3,2,17,9
A,9.0,5.0,1.33,5,2,3,12,10,7,3,0,30,6
D,1.83,3.4,4.5,3,5,2,10,12,2,1,7,6,21
A,1.95,3.5,3.75,4,2,4,13,16,5,2,3,13,12
D,1.85,3.4,4.33,2,3,5,11,15,2,2,6,8,20
A,2.88,3.2,2.5,2,2,6,13,19,4,3,3,10,10
A,2.5,3.1,2.9,3,1,6,11,17,5,3,2,18,13
A,9.0,5.5,1.3,4,5,1,13,8,9,1,0,27,8
H,2.0,3.4,3.75,3,1,6,16,21,3,4,3,9,9
A,3.4,3.4,2.1,2,4,4,7,10,5,1,4,20,16
H,1.17,7.0,15.0,7,2,1,20,8,1,2,7,10,17
H,2.6,3.1,2.8,2,2,6,6,20,4,2,4,13,13
D,2.0,3.3,3.8,4,1,5,10,22,2,3,5,11,16
H,1.5,4.0,7.0,7,2,1,22,9,2,6,2,8,12
H,1.17,7.0,15.0,7,3,0,28,6,0,4,6,7,14
D,7.0,4.0,1.5,3,4,3,15,14,8,2,0,28,9
H,1.5,4.0,7.0,4,3,3,16,11,2,2,6,10,15
D,10.0,4.33,1.36,2,2,6,9,14,7,3,0,27,4
A,2.0,3.3,3.8,5,4,1,13,9,2,5,3,15,15
A,7.5,4.2,1.44,2,3,5,13,18,7,3,0,27,10
D,2.0,3.2,4.0,0,4,6,6,16,3,2,5,6,17
A,2.5,3.2,2.88,3,2,5,11,13,3,2,5,10,23
A,3.75,3.3,2.0,2,3,5,8,14,5,3,2,18,9
D,2.55,3.25,2.75,3,3,4,7,15,2,3,5,12,17
A,1.91,3.4,4.0,4,2,4,12,20,2,6,2,9,13
H,1.13,8.5,17.0,7,3,0,27,10,0,5,5,7,16
H,1.53,3.8,6.5,6,4,0,26,6,6,3,1,20,8
A,2.1,3.4,3.4,2,5,3,13,15,2,3,5,7,14
D,1.4,4.2,9.0,5,3,2,17,8,3,2,5,11,13
H,2.4,3.1,3.1,3,3,4,11,12,3,2,5,11,21
A,3.2,3.2,2.3,4,4,2,9,9,5,3,2,20,11
D,1.53,4.0,6.0,5,3,2,17,8,2,5,3,13,13
A,2.7,3.1,2.7,0,5,5,8,17,2,4,4,12,16
H,1.8,3.5,4.5,3,2,5,8,14,2,4,4,6,15
A,7.5,4.2,1.44,3,5,2,9,12,7,3,0,25,10
H,5.75,3.6,1.62,2,4,4,7,14,4,4,2,14,8
A,1.73,3.6,4.75,3,2,5,12,21,0,4,6,8,19
H,1.22,6.0,12.0,8,2,0,26,8,4,2,4,9,13
D,1.95,3.5,3.8,3,4,3,13,14,2,3,5,14,17
H,1.2,6.0,15.0,8,2,0,28,5,3,4,3,7,10
H,1.44,4.2,7.5,5,3,2,20,11,2,5,3,7,14
A,6.0,4.0,1.53,5,2,3,13,11,8,2,0,25,7
D,1.8,3.4,4.75,3,3,4,5,13,2,4,4,7,14
H,2.38,3.25,3.0,3,4,3,14,10,6,3,1,23,11
H,1.17,7.0,15.0,8,2,0,30,5,1,6,3,9,12
H,2.0,3.4,3.75,2,4,4,14,16,1,3,6,12,21
A,2.4,3.3,2.88,4,2,4,9,15,2,2,6,13,25
A,2.5,3.2,2.88,2,4,4,8,17,3,5,2,12,10
A,2.63,3.1,2.75,2,4,4,10,15,5,2,3,12,11
H,2.3,3.25,3.1,5,3,2,19,13,4,1,5,17,20
H,2.3,3.2,3.1,2,1,7,10,20,2,4,4,9,11
H,2.0,3.4,3.75,4,1,5,11,15,2,4,4,11,13
H,7.5,4.2,1.44,2,3,5,7,18,7,2,1,21,8
A,3.6,3.25,2.1,4,4,2,11,8,6,1,3,20,14
A,12.0,5.5,1.25,2,4,4,7,9,9,1,0,27,8
H,1.57,3.8,6.0,7,2,1,17,7,4,0,6,9,12
D,1.25,6.0,10.0,8,2,0,21,7,5,2,3,15,10
A,4.2,3.6,1.83,4,1,5,10,12,7,2,1,24,9
H,2.15,3.25,3.4,2,2,6,14,20,5,2,3,11,9
A,2.9,3.1,2.5,3,3,4,6,10,2,2,6,5,15
H,2.05,3.3,3.6,2,2,6,9,16,2,4,4,10,13
A,2.6,3.25,2.7,4,1,5,8,8,5,2,3,18,14
H,11.0,4.5,1.33,3,2,5,5,13,7,3,0,20,7
A,2.88,3.2,2.5,2,2,6,5,13,3,1,6,16,21
D,1.95,3.2,4.2,2,3,5,9,13,5,2,3,13,11
A,1.91,3.4,4.0,5,2,3,18,14,4,1,5,9,10
D,1.75,3.5,4.75,4,3,3,13,10,3,3,4,13,17
A,6.0,4.0,1.53,4,1,5,8,9,7,2,1,17,7
H,1.25,5.0,15.0,4,0,6,9,12,2,3,5,5,11
H,1.4,4.5,8.0,7,2,1,24,9,2,2,6,9,16
D,1.17,6.5,19.0,8,2,0,19,6,2,2,6,5,10
H,1.57,3.75,6.0,6,3,1,17,7,4,0,6,11,13
A,5.5,3.8,1.62,4,3,3,11,11,7,2,1,23,8
D,2.0,3.4,3.75,4,1,5,9,10,2,4,4,9,10
D,2.55,3.4,2.63,3,1,6,16,21,4,4,2,14,9
A,3.6,3.3,2.05,2,3,5,6,13,3,1,6,6,12
A,3.0,3.25,2.38,2,2,6,9,18,4,2,4,15,15
H,2.6,3.2,2.7,3,4,3,14,16,4,2,4,6,11
D,2.6,3.0,2.88,3,2,5,5,12,2,2,6,15,21
A,3.2,3.25,2.25,2,3,5,7,11,4,2,4,9,9
H,1.57,3.8,6.0,4,2,4,16,15,4,3,3,9,10
H,2.1,3.25,3.6,4,4,2,15,10,1,2,7,8,21
A,13.0,5.25,1.25,2,3,5,6,13,7,3,0,20,8
A,7.0,4.0,1.5,4,1,5,7,10,7,2,1,18,6
H,1.33,4.75,10.0,4,0,6,11,14,3,4,3,14,16
H,1.36,4.75,8.0,7,2,1,24,8,2,5,3,9,9
D,3.0,3.2,2.4,2,4,4,9,12,5,2,3,18,13
H,1.08,9.0,29.0,8,2,0,21,6,2,3,5,7,12
A,2.3,3.2,3.2,4,2,4,9,12,2,3,5,6,11
H,1.85,3.3,4.5,4,2,4,9,9,2,3,5,5,13
D,3.6,3.3,2.05,1,3,6,14,21,4,0,6,9,13
D,2.2,3.1,3.5,1,2,7,9,19,4,1,5,7,10
D,1.4,4.5,7.5,7,2,1,23,8,5,3,2,15,9
A,9.0,5.0,1.33,3,3,4,12,16,7,3,0,20,9
H,2.5,3.1,2.9,2,3,5,5,15,1,3,6,9,16
H,2.6,3.0,2.9,3,2,5,7,9,2,4,4,9,12
H,2.38,3.25,3.0,8,2,0,20,7,8,2,0,23,6
D,3.2,3.4,2.2,4,3,3,15,13,6,3,1,21,8
H,1.73,3.5,5.0,5,3,2,13,7,4,2,4,9,13
H,2.9,3.1,2.5,2,3,5,7,15,2,3,5,11,18
D,2.3,3.2,3.2,3,2,5,6,10,1,3,6,14,21
H,1.67,3.5,5.5,4,1,5,11,13,5,1,4,12,9
H,2.05,3.25,3.75,3,2,5,8,16,4,2,4,9,13
A,6.5,3.9,1.53,4,2,4,9,7,5,4,1,18,8
H,1.22,6.5,11.0,8,2,0,19,5,1,3,6,14,21
H,1.11,8.5,21.0,7,2,1,20,7,2,3,5,12,18
D,3.0,3.2,2.4,5,3,2,13,6,3,4,3,13,13
A,4.2,3.25,1.91,3,3,4,7,13,4,1,5,10,12
H,2.05,3.2,3.75,3,3,4,6,8,2,4,4,9,11
D,1.5,4.0,7.0,4,1,5,12,13,1,3,6,10,18
H,4.8,3.3,1.8,2,3,5,9,12,4,1,5,11,12
D,1.5,4.0,7.0,3,4,3,15,15,3,2,5,7,9
D,12.0,5.0,1.29,4,2,4,9,11,8,2,0,19,5
A,2.0,3.3,3.8,4,1,5,8,12,5,3,2,15,8
H,10.0,4.33,1.36,1,2,7,12,21,7,2,1,19,7
H,1.6,3.6,6.0,1,3,6,11,19,3,3,4,7,10
D,1.33,4.75,9.5,6,3,1,20,9,4,2,4,9,13
H,2.9,3.1,2.5,2,3,5,12,19,4,2,4,7,8
A,4.33,3.2,1.91,3,3,4,5,11,3,4,3,16,16
H,1.73,3.6,4.75,7,3,0,18,6,6,3,1,20,9
H,1.17,7.0,17.0,7,2,1,19,6,2,3,5,12,16
H,1.91,3.4,4.0,5,3,2,15,9,3,3,4,11,11
D,3.75,3.4,2.0,2,3,5,6,12,2,1,7,12,20
D,1.91,3.3,4.2,4,1,5,6,9,2,3,5,6,10
H,1.3,5.0,10.0,3,1,6,9,14,4,3,3,10,10
H,3.5,3.1,2.2,3,3,4,13,17,4,1,5,9,11
D,3.1,3.2,2.3,2,4,4,6,9,6,2,2,15,7
D,2.3,3.0,3.4,3,3,4,11,12,2,3,5,4,12
H,2.55,3.25,2.75,4,3,3,15,14,4,0,6,12,14
A,10.0,6.0,1.25,4,3,3,11,13,7,2,1,19,6
H,2.3,3.0,3.4,3,1,6,10,14,3,2,5,6,10
H,1.83,3.6,4.2,2,2,6,13,19,4,3,3,16,16
A,9.5,4.5,1.36,2,2,6,11,18,7,3,0,18,6
H,1.17,7.0,15.0,5,3,2,18,10,2,4,4,7,12
A,4.0,3.4,1.91,1,4,5,8,13,5,3,2,17,10
H,1.17,7.0,15.0,7,1,2,21,9,3,1,6,11,17
H,1.17,7.5,13.0,9,1,0,27,8,3,3,4,7,15
D,2.0,3.3,3.8,4,1,5,17,20,4,1,5,10,14
H,2.6,3.2,2.7,1,4,5,10,15,3,4,3,10,10
H,1.73,3.5,5.0,6,2,2,15,10,2,4,4,8,11
H,1.33,4.5,11.0,6,1,3,19,12,2,4,4,10,16
D,2.75,3.1,2.63,2,3,5,4,12,5,3,2,14,7
H,1.22,5.5,17.0,8,2,0,19,5,4,1,5,10,12
A,1.44,4.2,7.5,8,2,0,21,6,5,2,3,16,14
H,2.0,3.2,4.0,2,2,6,13,19,2,4,4,9,11
H,2.9,3.1,2.5,2,4,4,6,10,4,2,4,11,14
A,4.33,3.5,1.67,3,2,5,6,9,6,2,2,19,10
D,1.4,4.2,9.5,4,0,6,12,14,2,4,4,6,9
H,2.6,3.2,2.7,3,3,4,14,17,1,2,7,8,19
A,2.5,3.0,3.0,2,4,4,7,10,2,4,4,4,11
A,10.0,4.75,1.33,2,4,4,9,11,8,2,0,18,5
H,1.3,5.0,10.0,5,2,3,16,14,3,3,4,7,10
H,2.4,3.1,3.1,4,2,4,11,12,3,3,4,15,15
D,7.0,4.0,1.5,4,1,5,8,10,7,2,1,18,7
D,2.1,3.2,3.6,4,4,2,12,7,3,1,6,6,10
H,2.5,3.25,2.8,1,2,7,8,20,3,1,6,14,18
H,2.0,3.4,3.75,7,2,1,21,9,3,1,6,10,15
H,1.4,4.5,8.0,8,2,0,17,5,5,2,3,18,13
H,1.18,6.5,15.0,6,3,1,18,8,2,3,5,6,12
H,2.38,3.2,3.0,2,1,7,14,21,3,2,5,9,12
D,2.7,3.1,2.7,3,3,4,7,13,2,3,5,9,12
A,1.75,3.5,4.75,2,2,6,11,19,5,2,3,11,10
D,1.95,3.2,4.2,3,2,5,7,10,3,3,4,7,11
H,1.62,3.75,5.5,3,1,6,10,15,4,4,2,12,7
D,6.0,3.75,1.57,3,3,4,15,15,7,2,1,22,10
D,3.8,3.1,2.1,3,4,3,7,7,3,1,6,10,15
H,1.95,3.25,4.1,2,3,5,6,14,2,4,4,6,13
A,2.5,3.1,2.9,2,4,4,8,10,3,4,3,17,15
H,1.73,3.5,5.0,4,2,4,16,14,3,1,6,16,19
A,3.4,3.1,2.25,6,2,2,12,8,2,3,5,5,10
A,1.95,3.4,3.9,3,1,6,9,13,2,2,6,11,20
A,5.75,3.75,1.6,4,3,3,12,8,8,2,0,17,4
H,3.1,3.3,2.3,6,3,1,20,12,6,3,1,19,9
H,1.2,6.0,15.0,8,2,0,20,6,3,4,3,8,8
H,1.17,7.0,15.0,6,3,1,19,9,2,4,4,9,11
D,1.8,3.4,4.75,3,1,6,10,14,6,2,2,12,8
A,4.33,3.5,1.83,2,1,7,14,20,6,3,1,19,11
D,5.0,3.4,1.75,1,4,5,4,14,4,2,4,14,12
H,2.1,3.2,3.6,3,2,5,13,17,3,2,5,6,12
D,3.0,3.2,2.4,3,3,4,6,9,3,1,6,9,14
D,4.0,3.4,1.91,3,4,3,16,16,4,2,4,16,14
H,1.57,3.5,7.0,2,4,4,5,11,1,5,4,5,11
H,2.15,3.1,3.6,3,2,5,7,12,3,5,2,17,16
D,2.63,3.1,2.8,2,4,4,9,11,3,2,5,13,17
A,1.73,3.6,4.75,3,3,4,13,15,3,3,4,6,9
D,2.9,3.1,2.5,5,3,2,11,8,2,1,7,14,20
H,5.5,3.75,1.62,4,2,4,14,12,7,2,1,18,7
A,4.2,3.5,1.85,3,2,5,9,13,8,2,0,22,6
H,1.44,4.2,7.5,6,3,1,20,11,3,1,6,8,12
H,1.25,5.0,15.0,8,2,0,21,6,4,2,4,7,9
H,1.25,5.5,12.0,6,2,2,15,8,3,3,4,7,12
A,2.38,3.1,3.1,4,4,2,10,9,2,4,4,10,12
A,2.8,3.1,2.6,3,1,6,7,11,3,3,4,13,14
H,1.91,3.4,4.0,1,2,7,13,20,4,2,4,7,8
A,5.25,3.6,1.67,1,4,5,6,13,2,2,6,7,13
A,5.5,3.5,1.67,3,3,4,14,16,7,2,1,19,9
H,3.0,3.2,2.38,3,4,3,15,15,5,2,3,15,11
D,2.1,3.3,3.5,3,2,5,7,14,3,4,3,15,14
A,13.0,4.5,1.3,3,2,5,5,9,8,2,0,21,4
H,2.75,3.0,2.75,3,4,3,10,9,3,1,6,7,12
H,1.75,3.5,4.75,3,3,4,15,15,2,3,5,13,18
H,2.2,3.2,3.4,5,2,3,13,10,2,2,6,14,19
A,1.67,3.6,5.5,3,2,5,5,12,1,4,5,6,13
A,4.5,3.5,1.8,3,1,6,8,12,7,2,1,18,8
H,1.22,5.5,15.0,7,2,1,21,10,4,4,2,9,8
A,6.0,3.6,1.62,4,4,2,13,9,7,2,1,20,9
H,0.0,0.0,0.0,8,2,0,20,4,2,3,5,7,13
H,1.25,5.0,15.0,7,2,1,20,9,3,1,6,5,13
D,4.75,3.4,1.8,4,3,3,9,10,4,2,4,15,14
A,2.3,3.2,3.2,3,0,7,8,15,3,2,5,4,8
H,2.0,3.3,3.8,2,2,6,13,18,3,3,4,8,12
A,2.3,3.25,3.1,1,3,6,10,18,6,1,3,14,9
D,3.3,3.5,2.1,3,4,3,15,14,3,0,7,8,14
D,2.3,3.0,3.4,2,3,5,7,14,3,0,7,10,17
H,2.25,3.1,3.4,3,2,5,6,10,4,3,3,8,9
D,1.22,6.0,11.0,8,2,0,21,4,3,5,2,16,14
D,2.1,3.25,3.5,4,3,3,15,13,4,3,3,12,9
D,3.75,3.4,2.0,6,1,3,17,8,7,2,1,20,9
H,5.5,3.8,1.62,2,3,5,6,13,8,2,0,22,7
D,3.5,3.2,2.15,2,1,7,4,16,1,2,7,9,22
D,1.91,3.4,4.0,3,1,6,9,14,3,1,6,15,18
A,2.8,3.25,2.5,1,4,5,6,16,3,2,5,15,20
D,1.57,3.8,6.0,6,2,2,21,13,1,3,6,7,16
H,4.75,3.6,1.75,3,1,6,11,17,7,1,2,20,10
A,1.8,3.5,4.5,4,2,4,11,14,2,4,4,7,11
D,1.73,3.75,4.5,2,3,5,6,18,2,4,4,11,14
A,12.0,5.5,1.25,3,3,4,9,10,9,1,0,28,7
D,2.88,3.4,2.38,5,3,2,20,10,8,1,1,22,8
H,1.57,3.8,6.0,3,4,3,12,10,4,2,4,7,9
H,1.73,3.75,4.5,7,2,1,20,8,7,3,0,18,5
H,2.8,3.25,2.5,4,3,3,8,9,6,2,2,18,6
H,2.8,3.25,2.5,3,1,6,9,14,2,2,6,8,15
H,2.0,3.3,3.8,2,2,6,15,19,2,2,6,4,12
A,1.62,3.6,6.0,1,3,6,8,19,2,4,4,6,11
A,1.53,3.8,6.5,6,3,1,18,9,3,4,3,13,13
H,2.7,3.25,2.6,2,6,2,14,15,3,3,4,8,12
H,2.1,3.3,3.5,1,3,6,8,17,1,4,5,7,16
H,1.25,5.5,12.0,7,2,1,20,9,2,3,5,7,11
H,1.14,7.5,17.0,9,1,0,26,5,4,0,6,12,17
A,7.0,4.0,1.5,2,5,3,10,12,5,3,2,20,10
A,1.85,3.4,4.33,6,1,3,15,10,4,1,5,10,16
H,1.57,3.8,6.0,7,1,2,20,9,6,2,2,20,12
A,2.9,3.2,2.45,3,3,4,11,12,2,3,5,6,18
H,2.9,3.4,2.38,0,4,6,6,17,3,2,5,10,20
D,8.5,4.33,1.4,5,2,3,19,14,9,1,0,26,5
D,2.0,3.4,3.75,4,0,6,11,16,2,4,4,10,14
A,8.5,4.33,1.4,5,1,4,11,15,7,2,1,20,9
H,1.91,3.4,4.0,3,2,5,16,19,2,3,5,9,16
D,1.85,3.4,4.33,2,3,5,8,12,3,3,4,13,15
D,1.36,4.2,11.0,5,3,2,18,9,5,1,4,14,11
D,1.13,8.5,17.0,8,1,1,19,7,1,4,5,7,13
H,1.18,6.5,15.0,8,2,0,24,7,4,1,5,10,16
A,2.1,3.2,3.6,3,2,5,9,18,2,3,5,6,10
A,3.8,3.3,2.0,2,5,3,11,14,4,3,3,18,15
A,2.1,3.2,3.6,5,2,3,14,8,4,1,5,14,16
A,2.4,3.4,2.8,7,1,2,19,10,4,4,2,17,9
D,2.2,3.3,3.25,2,4,4,13,16,4,1,5,11,15
A,3.0,3.25,2.38,1,3,6,5,15,5,1,4,12,9
H,2.05,3.2,3.8,1,4,5,7,13,2,5,3,11,14
A,5.5,3.5,1.67,5,2,3,18,14,7,2,1,18,7
H,3.0,3.4,2.3,3,2,5,9,14,3,3,4,9,11
H,2.2,3.4,3.2,4,1,5,10,15,3,2,5,12,20
H,3.75,3.3,2.0,4,1,5,15,15,6,1,3,18,12
H,1.33,4.75,9.5,5,3,2,17,8,2,4,4,14,17
H,1.29,5.0,12.0,7,2,1,18,7,5,1,4,18,14
H,1.57,3.75,6.0,9,1,0,24,6,6,3,1,21,6
A,2.75,3.2,2.6,2,2,6,11,21,5,2,3,18,13
A,2.25,3.2,3.3,3,2,5,10,13,4,1,5,9,14
A,1.83,3.4,4.5,5,1,4,10,8,3,2,5,10,15
A,1.4,4.33,8.5,6,0,4,14,11,1,3,6,4,14
D,2.5,3.2,2.8,2,3,5,14,21,2,4,4,9,12
A,8.0,4.5,1.4,2,2,6,5,14,7,2,1,17,7
D,11.0,4.5,1.33,2,4,4,9,12,9,1,0,25,6
A,1.62,3.75,5.5,6,2,2,20,12,2,4,4,13,19
H,2.8,3.1,2.6,4,2,4,11,12,4,1,5,10,14
D,1.62,3.6,6.0,5,1,4,17,14,3,3,4,6,10
A,1.6,3.6,6.0,5,0,5,12,12,4,1,5,8,8
H,1.36,4.5,9.5,6,2,2,22,9,2,2,6,12,22
D,4.75,3.6,1.73,3,3,4,9,12,5,3,2,16,10
D,3.4,3.2,2.2,4,2,4,7,8,3,4,3,13,13
H,1.25,5.5,12.0,6,3,1,17,7,1,3,6,10,22
A,2.75,3.2,2.6,5,3,2,9,7,4,1,5,9,11
H,2.0,3.3,3.75,2,2,6,3,11,3,5,2,16,15
H,1.17,6.5,17.0,7,2,1,19,8,3,2,5,16,17
A,2.0,3.5,3.6,5,2,3,16,7,1,2,7,11,19
A,3.0,3.25,2.38,2,3,5,5,16,6,2,2,18,8
H,1.4,4.33,8.5,4,3,3,13,8,1,3,6,8,19
D,7.5,4.2,1.44,2,3,5,13,20,6,4,0,18,4
H,1.8,3.5,4.5,5,2,3,17,10,1,5,4,7,12
A,2.25,3.1,3.4,3,4,3,7,10,5,3,2,15,12
A,5.5,3.75,1.62,2,3,5,6,11,8,1,1,24,6
D,1.5,4.0,7.0,5,4,1,20,11,5,3,2,14,9
H,2.9,3.25,2.4,3,2,5,9,16,4,0,6,17,17
A,8.0,4.0,1.44,1,5,4,7,12,8,1,1,23,7
D,3.4,3.1,2.25,0,3,7,7,21,2,2,6,7,13
H,1.83,3.4,4.5,7,2,1,20,8,3,4,3,7,9
H,1.25,5.5,12.0,6,4,0,19,5,5,2,3,19,10
D,2.05,3.2,3.8,6,2,2,15,11,2,2,6,6,18
H,1.57,3.75,6.0,4,0,6,15,15,3,1,6,7,18
A,6.5,3.5,1.62,1,1,8,6,19,5,3,2,15,7
D,2.25,3.25,3.2,5,3,2,15,10,2,4,4,15,20
H,1.2,5.75,17.0,4,5,1,18,10,3,2,5,8,16
A,10.0,5.25,1.29,1,4,5,6,13,6,4,0,22,5
A,1.83,3.5,4.33,2,2,6,5,17,1,1,8,6,22
A,13.0,6.0,1.22,3,1,6,7,19,5,4,1,20,9
D,1.75,3.5,4.75,5,3,2,18,8,7,2,1,19,8
H,1.62,3.75,5.5,2,4,4,15,20,3,2,5,8,17
H,1.25,5.5,12.0,8,1,1,23,7,5,3,2,12,10
H,2.75,3.1,2.63,2,4,4,7,11,5,4,1,16,9
D,1.57,3.6,6.5,4,2,4,17,15,0,4,6,6,18
H,2.4,3.2,3.0,2,3,5,7,12,5,0,5,19,13
A,4.0,3.4,1.91,4,3,3,11,13,4,4,2,16,8
D,2.1,3.25,3.6,6,3,1,17,7,3,3,4,14,15
H,3.6,3.3,2.05,2,1,7,7,21,3,3,4,9,10
D,2.55,3.25,2.75,0,5,5,6,16,1,4,5,6,13
H,1.73,3.6,4.75,5,3,2,15,10,2,2,6,4,16
A,1.83,3.6,4.2,7,3,0,23,3,8,1,1,24,6
A,1.85,3.5,4.2,2,2,6,7,18,2,1,7,7,22
D,2.45,3.2,2.88,5,0,5,19,15,3,3,4,14,18
D,1.3,5.0,11.0,6,3,1,22,9,3,4,3,9,10
D,1.8,3.3,4.75,1,5,4,7,12,3,1,6,8,16
H,3.0,3.2,2.4,2,1,7,5,18,4,1,5,15,15
H,1.13,8.5,17.0,8,1,1,24,6,0,5,5,7,17
H,1.7,3.5,5.25,4,4,2,11,7,6,2,2,16,10
H,2.2,3.25,3.3,3,3,4,13,17,5,4,1,15,6
